,logFC,AveExpr,t,P.Value,adj.P.Val,B,gene
ARL14,-0.305129388332791,3.62993254801961,-1.03162579739697,0.30941910417461,0.592797459803366,-5.78737670582625,ARL14
TTF2,0.245789269784421,4.95809399143645,1.03149714618735,0.309503536660145,0.592797459803366,-6.24447958549153,TTF2
B3GNT4,-0.495237144218414,1.7089797293483,-1.03140075360763,0.309523075272093,0.592797459803366,-5.39829724931357,B3GNT4
EFTUD2,0.0945102213966571,8.13529033249803,1.03129840530941,0.309570368550135,0.592797459803366,-7.03949445878943,EFTUD2
CMIP,0.536174492254986,0.414507242887073,1.0312699729098,0.30958350752681,0.592797459803366,-5.26353271656201,CMIP
NAGPA,0.173250046075998,5.31518388697356,1.03075077291947,0.309823504136269,0.593120782998211,-6.32697779155444,NAGPA
C1orf21,-0.147017840155918,5.59037173994969,-1.03069132458764,0.309850991899706,0.593120782998211,-6.49435523984443,C1orf21
MOB3B,-0.183149611041734,5.82920235783042,-1.03054505741241,0.309918630181443,0.593155850603472,-6.41797773608051,MOB3B
REXO1,0.33910013528888,2.20457141359783,1.03024214421342,0.310058738599213,0.593329586178638,-5.58541828020913,REXO1
BTG2,0.163723634597152,5.27794570096312,1.02953211537724,0.310387323964453,0.593760465155778,-6.38569281329475,BTG2
CYTH1,-0.152788638946339,5.68676787430963,-1.02937799144589,0.310458680736581,0.593760465155778,-6.45472145942633,CYTH1
ADAMTSL2,-0.664431801939209,1.09387601700673,-1.0293753967473,0.310459882134862,0.593760465155778,-5.2947720154072,ADAMTSL2
ATP2B4,-0.424128381658999,1.96896691606316,-1.02922353176601,0.310530204294363,0.593760465155778,-5.55128065811762,ATP2B4
SUPV3L1,0.15111022736236,6.32177106089732,1.02922235416777,0.31053074963248,0.593760465155778,-6.62883607013465,SUPV3L1
NRGN,0.579671277942576,-0.0558708738417961,1.02890605553393,0.310677249372049,0.593946157716998,-5.21912233982548,NRGN
P4HTM,-0.112885629878781,6.78275076334001,-1.02810121494082,0.311050241322134,0.594564725426145,-6.74332420672163,P4HTM
CDKN2D,-0.332033516357991,3.55131009039646,-1.02790675719434,0.311140406241845,0.594598500713319,-5.77205721761212,CDKN2D
NPC1L1,-0.576065547120841,2.30735973966759,-1.02819755456803,0.311200197951765,0.594598500713319,-5.48505833207372,NPC1L1
LRRC8C,0.638950376761893,0.703598422792682,1.02774326540968,0.311216226988471,0.594598500713319,-5.26730818736531,LRRC8C
FEZF1,-0.563220088259672,-0.137866131377822,-1.02707407319095,0.311526703336672,0.595067902729934,-5.18751820163293,FEZF1
HTATSF1,-0.112827987734576,7.41541482338194,-1.0269623833604,0.311578543359155,0.595067902729934,-6.78690680015561,HTATSF1
BACE1,-0.270492262616607,4.28841382753574,-1.02689386700133,0.311610347667176,0.595067902729934,-6.08968585996101,BACE1
HECTD4,-0.28673551545347,4.2775061467736,-1.02678242123652,0.311662083960537,0.595072215239463,-6.00283127983232,HECTD4
MED15,0.166420659361782,5.94537049053679,1.02645328241588,0.311814914071959,0.595180115789745,-6.48152072714079,MED15
DZANK1,0.692194864850914,0.526689853563147,1.0265011424008,0.311817569600996,0.595180115789745,-5.2929157678231,DZANK1
PIK3R3,0.180157843909543,4.68972781089835,1.02593380461416,0.312056229824017,0.595541141874555,-6.21455315002355,PIK3R3
TEDC2,0.329868764848262,3.6842123584798,1.02463071954074,0.312662124039602,0.596602786898984,-5.83547312615191,TEDC2
ANKMY2,-0.122194881810934,6.68978333227105,-1.02430495091721,0.31281372266809,0.596790453925901,-6.68263126173085,ANKMY2
KLHL42,0.145795826910252,5.54790251754253,1.02420613644316,0.312859716637799,0.596790453925901,-6.45003458175704,KLHL42
SIPA1L3,-0.384467037310017,2.85953933314957,-1.02386342554668,0.313019270125075,0.597000120804674,-5.68172756590595,SIPA1L3
STYX,0.157973399289127,5.7509932024328,1.02359869280029,0.31314255815825,0.597140565557201,-6.46739669209197,STYX
ZNF658,-0.535927001210551,1.61881699275972,-1.02344397327399,0.313214627656034,0.597183311163463,-5.39485124439048,ZNF658
CREB5,0.651910266527678,0.411507169169071,1.02308982518589,0.31337963535351,0.59740321356739,-5.27111742442032,CREB5
FN1,0.881841484246551,0.867648509759052,1.02645945624789,0.313460705053652,0.597463058586414,-5.31680975809563,FN1
FAM131B,-0.681227386289162,1.49384430361356,-1.02298083857415,0.3135766341453,0.59758931688568,-5.33856991625526,FAM131B
ATXN7L2,0.436085577305984,1.93760773496421,1.02247714734506,0.313665240462924,0.597663473866855,-5.42971722249513,ATXN7L2
DDA1,-0.189343242564817,4.55008488703376,-1.02154085966847,0.314102044412328,0.598400964382556,-6.14560710820981,DDA1
RCOR1,-0.336601619431674,3.17034992494239,-1.02061971796835,0.314532189743434,0.599125537859405,-5.74374244221121,RCOR1
